i,j,head,kper,kstp
14,48,9.811531066894531,1,1
14,49,10.091147422790527,1,1
14,50,8.222582817077637,1,1
14,51,7.704681396484375,1,1
14,52,9.175118446350098,1,1
14,53,9.715720176696777,1,1
14,54,9.698344230651855,1,1
14,55,9.554766654968262,1,1
14,56,9.029536247253418,1,1
15,0,9.616595268249512,1,1
15,1,9.544426918029785,1,1
15,2,9.38935375213623,1,1
15,3,9.557358741760254,1,1
15,4,10.323721885681152,1,1
15,5,10.43830680847168,1,1
15,6,10.524590492248535,1,1
15,7,10.560253143310547,1,1
15,8,10.588486671447754,1,1
15,9,10.580382347106934,1,1
15,10,10.5835599899292,1,1
15,11,10.366316795349121,1,1
15,12,9.537332534790039,1,1
