iteration,forecast,category,component,period,kper,mean,std,cv,p05,p50,p95,truth
6,ob177006,Budget-SW,Poukawa Stream,kper4,4,-2572.5449372630205,32555.318099410775,1265.490745286922,-2024.91062,-2.2022,367.7575839999994,-2.8963
6,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2187999999996,4.547473508864641e-13,2.3258131053489473e-14,1955.2188,1955.2188,1955.2188,1955.2188
6,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
6,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2187999999996,4.547473508864641e-13,2.3258131053489473e-14,1955.2188,1955.2188,1955.2188,1955.2188
6,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
6,ob177011,Budget-GHB,Spring GHB,kper1,1,-18007.018252484082,90543.6691485351,502.82433148555583,-92192.94199999998,-860.5933,14832.276999999993,-1641.0883
6,ob177012,Budget-GHB,Spring GHB,kper2,2,-15518.733823174283,50971.60777189231,328.45210409998714,-82901.79479999997,-1875.2756,5950.419039999992,-2091.711
6,ob177013,Budget-GHB,Spring GHB,kper3,3,-929.688501835102,1171.7151297690293,126.03308822860491,-3756.9629,-461.6001,53.24087559999996,-526.7386
6,ob177014,Budget-GHB,Spring GHB,kper4,4,-931.468808435102,1059.902786352932,113.78832836427483,-3489.20188,-479.8769,-60.22936000000011,-695.5598
6,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
6,ob177016,Budget-Storage,Storage Change,kper2,2,20196.717694134695,53912.03316935143,266.9346276252005,12.482300000000002,2245.5312,90366.49499999997,5325.8574
6,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
6,ob177018,Budget-Storage,Storage Change,kper4,4,9527.688256628571,22837.26887311717,239.69370384498993,5.9400952,1615.1251,43582.774399999995,3657.3098
6,ob177019,Budget-SW,Total SW,kper1,1,-2036087.8988351019,6783736.809471065,333.1750467822246,-10089543.0,-40784.383,-1963.4714000000001,-9608.353
6,ob177020,Budget-SW,Total SW,kper2,2,-1336030.6541808161,4472292.474794176,334.7447501147608,-7015036.1,-33003.04,-1958.7661000000003,-11303.128
6,ob177021,Budget-SW,Total SW,kper3,3,-5498792.04360898,25174303.692229655,457.8151618133789,-14793287.399999999,-32439.832,-1961.2395000000001,-7610.815
6,ob177022,Budget-SW,Total SW,kper4,4,-4528670.286552244,20480499.04461507,452.2408952012101,-12872246.199999997,-37691.785,-1993.0839400000002,-9750.401
7,ob176983,Budget-SW,Awanui Stream,kper1,1,-1353985.342040653,5242028.159640261,387.15545854726616,-5758139.3,-26453.838,1455.9314479999905,-7496.009
7,ob176984,Budget-SW,Awanui Stream,kper2,2,-877089.186773551,3381946.9664742053,385.5875796297286,-3625308.7600000002,-31946.863,-152.13922000000264,-8899.835
7,ob176985,Budget-SW,Awanui Stream,kper3,3,-4483538.314311021,22375528.442365974,499.0596014523942,-12117609.2,-35768.312,-1665.97542,-7083.356
7,ob176986,Budget-SW,Awanui Stream,kper4,4,-3688992.465580408,17959371.369180694,486.83675927093697,-10350725.0,-38015.03,-1768.2171600000008,-9051.945
7,ob176987,Budget-GHB,Confined GHB,kper1,1,1541230.131341143,5567704.987226253,361.2507226536873,9.10062,36560.223,6738408.699999999,0.0
7,ob176988,Budget-GHB,Confined GHB,kper2,2,982945.8133772729,3594627.978590773,365.69950547325726,0.5896600000000001,19260.756,4225917.439999998,0.0
7,ob176989,Budget-GHB,Confined GHB,kper3,3,4484708.954191596,22378337.70609056,498.99197327342347,6.725560000000001,34003.773,12118797.399999997,0.0
7,ob176990,Budget-GHB,Confined GHB,kper4,4,3679734.4069588,17961694.384057593,488.1247502561589,1.8852000000000004,26418.64,10338468.599999998,0.0
7,ob177003,Budget-SW,Poukawa Stream,kper1,1,-178717.66742523952,1382602.306978175,773.6237423513486,-133439.77399999995,-249.7207,6953.412199999997,-471.2558
7,ob177004,Budget-SW,Poukawa Stream,kper2,2,-119732.07735879027,951358.3638515727,794.572669946019,-76544.66799999999,-144.89171,13456.347199999977,-311.58173
7,ob177005,Budget-SW,Poukawa Stream,kper3,3,-2373.1921700654325,36082.342438328335,1520.4138498962554,-874.3279200000001,-0.0046506,967.5694799999962,-0.7203
7,ob177006,Budget-SW,Poukawa Stream,kper4,4,-2345.1908693612704,32142.455963478358,1370.5688685472576,-1951.7614399999998,-0.5169,185.59093999999982,-2.8963
7,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2187999999996,4.547473508864641e-13,2.3258131053489473e-14,1955.2188,1955.2188,1955.2188,1955.2188
7,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
7,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2187999999996,4.547473508864641e-13,2.3258131053489473e-14,1955.2188,1955.2188,1955.2188,1955.2188
7,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
7,ob177011,Budget-GHB,Spring GHB,kper1,1,-10483.298646556734,49956.595140523576,476.53507569329764,-54591.996,-351.99426,8249.119139999995,-1641.0883
7,ob177012,Budget-GHB,Spring GHB,kper2,2,-10365.110962288574,29046.188153744046,280.2303637599531,-56587.68839999999,-1806.016,4532.1520799999835,-2091.711
7,ob177013,Budget-GHB,Spring GHB,kper3,3,-751.3285056734694,972.419282175966,129.42664557952813,-2969.773,-422.0844,34.71457809999947,-526.7386
7,ob177014,Budget-GHB,Spring GHB,kper4,4,-778.4925536081632,871.3569560269467,111.9287463943457,-2697.84692,-482.8159,-65.82740000000004,-695.5598
7,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
7,ob177016,Budget-Storage,Storage Change,kper2,2,22546.733933061223,54324.105515174764,240.94002118647015,24.61398,3614.3555,104870.24799999995,5325.8574
7,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
7,ob177018,Budget-Storage,Storage Change,kper4,4,10687.73831842816,22821.03376131469,213.52537909695909,11.16544,2349.8193,48657.405599999984,3657.3098
7,ob177019,Budget-SW,Total SW,kper1,1,-1543186.3281334692,5567705.078044317,360.79279452784067,-6740363.2,-38516.586,-1965.99442,-9608.353
7,ob177020,Budget-SW,Total SW,kper2,2,-1007186.3738428571,3600854.839978528,357.5162386520074,-4269638.3,-34588.06,-2101.7497800000015,-11303.128
7,ob177021,Budget-SW,Total SW,kper3,3,-4486662.906079592,22378338.350194093,498.77467549145774,-12120753.2,-35966.293,-1960.83566,-7610.815
7,ob177022,Budget-SW,Total SW,kper4,4,-3692116.0956595917,17961847.582409445,486.4919497933768,-10351788.2,-40467.305,-2061.9354000000026,-9750.401
8,ob176983,Budget-SW,Awanui Stream,kper1,1,-1085301.867394074,4380108.243319633,403.58432754167666,-6003826.999999998,-22068.107,-197.10434000000924,-7496.009
8,ob176984,Budget-SW,Awanui Stream,kper2,2,-714603.4891059053,2890193.529125469,404.4471617038435,-3772546.3299999996,-30090.898,-811.3424200000007,-8899.835
8,ob176985,Budget-SW,Awanui Stream,kper3,3,-2741591.4666226343,15087036.944335952,550.3021558103137,-9082191.6,-26634.32,-1613.3927200000003,-7083.356
8,ob176986,Budget-SW,Awanui Stream,kper4,4,-2297946.5707362145,12407332.161215339,539.9312725204175,-7805102.7,-31782.19,-1899.9534000000026,-9051.945
8,ob176987,Budget-GHB,Confined GHB,kper1,1,1148361.0108835388,4580459.811825138,398.86932492605024,7.442840000000003,31678.92,5998935.449999973,0.0
8,ob176988,Budget-GHB,Confined GHB,kper2,2,731105.3667543511,3014318.7575335256,412.2960785960591,-1210.1506399999998,10562.086,3744479.169999983,0.0
8,ob176989,Budget-GHB,Confined GHB,kper3,3,2741286.8911127658,15088959.682802105,550.4334380950937,5.680880000000002,24609.621,9081547.499999994,0.0
8,ob176990,Budget-GHB,Confined GHB,kper4,4,2284507.3792112465,12408928.413255213,543.177427491591,1.524410000000001,18963.781,7729406.649999999,0.0
8,ob177003,Budget-SW,Poukawa Stream,kper1,1,-59128.50785644439,501043.48921875696,847.3805739106749,-62179.474599999994,-165.1993,6190.7134499999775,-471.2558
8,ob177004,Budget-SW,Poukawa Stream,kper2,2,-37660.77485945979,341138.00599181524,905.8178098163236,-45182.39699999999,-113.2019,10456.562599999997,-311.58173
8,ob177005,Budget-SW,Poukawa Stream,kper3,3,-926.0290202713695,13946.323729023552,1506.0352779156567,-697.6015399999999,-0.0006457799999999,1146.337859999997,-0.7203
8,ob177006,Budget-SW,Poukawa Stream,kper4,4,-1056.9277684203637,11832.927503805318,1119.558768097301,-1767.6813899999997,-0.5324406999999999,149.2401594999992,-2.8963
8,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2187999999999,2.2737367544323206e-13,1.1629065526744733e-14,1955.2188,1955.2188,1955.2188,1955.2188
8,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
8,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2187999999999,2.2737367544323206e-13,1.1629065526744733e-14,1955.2188,1955.2188,1955.2188,1955.2188
8,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
8,ob177011,Budget-GHB,Spring GHB,kper1,1,-5886.974287280745,35552.09722615411,603.9112027882833,-30960.561799999996,-267.3823,3458.7899199999993,-1641.0883
8,ob177012,Budget-GHB,Spring GHB,kper2,2,-8548.885183045984,24685.524569114503,288.7572360671126,-36884.2316,-1738.3513,1267.0337999999979,-2091.711
8,ob177013,Budget-GHB,Spring GHB,kper3,3,-723.0347655144034,893.2561186807599,123.54262357568,-2661.6070999999997,-431.5841,-19.26053320000033,-526.7386
8,ob177014,Budget-GHB,Spring GHB,kper4,4,-772.2776418415638,809.8341106743977,104.86307861292958,-2518.20376,-506.5444,-75.58542100000027,-695.5598
8,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
8,ob177016,Budget-Storage,Storage Change,kper2,2,28014.13515596708,55167.754237638444,196.92827899378352,56.75566000000002,7006.028,131775.94699999996,5325.8574
8,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
8,ob177018,Budget-Storage,Storage Change,kper4,4,13574.469826395061,22610.660142619996,166.56753767763652,24.780120000000004,3716.9883,57015.16279999993,3657.3098
8,ob177019,Budget-SW,Total SW,kper1,1,-1150317.3490493828,4580460.079479416,398.19099340409736,-6000892.749999998,-33630.906,-1966.5573,-9608.353
8,ob177020,Budget-SW,Total SW,kper2,2,-760813.1528522632,3021432.0928433556,397.13194777405033,-3769606.7799999993,-34378.18,-2300.114710000005,-11303.128
8,ob177021,Budget-SW,Total SW,kper3,3,-2743240.5049662557,15088959.26888759,550.0414287982088,-9083507.9,-26564.256,-1960.35333,-7610.815
8,ob177022,Budget-SW,Total SW,kper4,4,-2299775.743755144,12408915.348001933,539.5706682139485,-7806336.65,-35238.035,-2334.1074000000012,-9750.401
9,ob176983,Budget-SW,Awanui Stream,kper1,1,-786127.1355730498,2969233.939446755,377.7040385817903,-3774224.0,-20829.096,-583.2268,-7496.009
9,ob176984,Budget-SW,Awanui Stream,kper2,2,-535366.8507038174,2021857.6463907778,377.6583558979702,-2629316.0,-23021.623,-1748.3115,-8899.835
9,ob176985,Budget-SW,Awanui Stream,kper3,3,-2422975.8501788382,14720060.334229782,607.5198947254594,-7231381.0,-21610.758,-1640.6824,-7083.356
9,ob176986,Budget-SW,Awanui Stream,kper4,4,-2095823.757808299,12648516.590576328,603.5105071909039,-6174354.5,-32164.854,-1996.1875,-9051.945
9,ob176987,Budget-GHB,Confined GHB,kper1,1,805256.3844684741,2991730.2268585605,371.52517937915053,4.935,23700.812,3774270.0,0.0
9,ob176988,Budget-GHB,Confined GHB,kper2,2,530232.7424300238,2027261.0968120636,382.33419677578786,1.1219,10688.372,2384960.0,0.0
9,ob176989,Budget-GHB,Confined GHB,kper3,3,2421698.6690321257,14720247.738354301,607.848033555616,3.8951,20010.652,7232068.5,0.0
9,ob176990,Budget-GHB,Confined GHB,kper4,4,2084341.1283580256,12644002.764422668,606.618685991347,2.8747,14661.844,6168291.0,0.0
9,ob177003,Budget-SW,Poukawa Stream,kper1,1,-16036.19894046592,151086.59378100422,942.1596373424295,-52361.58,-39.430202,7243.8003,-471.2558
9,ob177004,Budget-SW,Poukawa Stream,kper2,2,-9823.548109480183,102136.99699126731,1039.715954490011,-30650.492,-14.724,11321.512,-311.58173
9,ob177005,Budget-SW,Poukawa Stream,kper3,3,-110.08425106773772,5170.703952686072,4697.04240391698,-221.3709,4.8165e-05,477.18405,-0.7203
9,ob177006,Budget-SW,Poukawa Stream,kper4,4,-384.5485535771487,3707.208349527054,964.0416834342112,-1074.7744,-0.2326,47.9197,-2.8963
9,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2187999999996,4.547473508864641e-13,2.3258131053489473e-14,1955.2188,1955.2188,1955.2188,1955.2188
9,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
9,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2187999999996,4.547473508864641e-13,2.3258131053489473e-14,1955.2188,1955.2188,1955.2188,1955.2188
9,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
9,ob177011,Budget-GHB,Spring GHB,kper1,1,-5050.0494314087455,48790.89747611496,966.1469286351996,-21712.15,-216.754,3190.1584,-1641.0883
9,ob177012,Budget-GHB,Spring GHB,kper2,2,-6876.462545401762,27744.824020883625,403.4752438146613,-24385.088,-1496.22,1150.3756,-2091.711
9,ob177013,Budget-GHB,Spring GHB,kper3,3,-566.3412006244813,595.6480153370599,105.17476296625834,-1654.5428,-418.4805,-29.823997,-526.7386
9,ob177014,Budget-GHB,Spring GHB,kper4,4,-628.633274340249,558.5720165281194,88.85498737150704,-1565.2208,-465.9804,-101.886894,-695.5598
9,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
9,ob177016,Budget-Storage,Storage Change,kper2,2,20140.53998340249,39838.890651388145,197.8044813307824,61.7132,6515.2114,86788.05,5325.8574
9,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
9,ob177018,Budget-Storage,Storage Change,kper4,4,10801.927939834024,18226.609353895386,168.73478008200308,30.9632,3580.4878,49058.277,3657.3098
9,ob177019,Budget-SW,Total SW,kper1,1,-807213.3805908714,2991729.908154857,370.62441977422907,-3776225.0,-25661.102,-1964.9066,-9608.353
9,ob177020,Budget-SW,Total SW,kper2,2,-552066.8683161826,2040410.3958696139,369.59479240131094,-2440030.2,-32083.521,-2442.9023,-11303.128
9,ob177021,Budget-SW,Total SW,kper3,3,-2423652.2841809127,14720246.985327883,607.3580389978538,-7234023.0,-21974.24,-1958.4622,-7610.815
9,ob177022,Budget-SW,Total SW,kper4,4,-2096836.9340406642,12648668.90693924,603.2261594403002,-6174768.5,-32919.16,-2370.7275,-9750.401
10,ob176983,Budget-SW,Awanui Stream,kper1,1,-6481443.597695799,26840055.20586791,414.10612931060217,-26211259.2,-28946.2215,25563.72714999997,-7496.009
10,ob176984,Budget-SW,Awanui Stream,kper2,2,-4253084.349451279,17255566.257541105,405.7188816339222,-19557273.0,-24627.078999999998,25217.108499999922,-8899.835
10,ob176985,Budget-SW,Awanui Stream,kper3,3,-13040927.9761521,59726354.4982975,457.99159850831836,-54914563.699999996,-18677.5685,-1472.0822100000003,-7083.356
10,ob176986,Budget-SW,Awanui Stream,kper4,4,-10888696.351650402,49380582.34872402,453.5031628578696,-49468356.79999999,-30535.545,-1660.6441350000016,-9051.945
10,ob176987,Budget-GHB,Confined GHB,kper1,1,6711852.185887547,26900494.66958145,400.79092811583183,0.8635900000000001,18254.8465,26763201.5,0.0
10,ob176988,Budget-GHB,Confined GHB,kper2,2,4338441.7921059765,17286244.386465147,398.44361673627566,-10485.609349999999,3341.54435,19594767.599999983,0.0
10,ob176989,Budget-GHB,Confined GHB,kper3,3,13039485.388541728,59727236.325764924,458.04902989691163,0.6116250000000001,14821.998500000002,54920093.39999988,0.0
10,ob176990,Budget-GHB,Confined GHB,kper4,4,10861653.150995731,49366614.979503915,454.5036956457984,-770.6135229999998,8103.626299999999,49468051.29999985,0.0
10,ob177003,Budget-SW,Poukawa Stream,kper1,1,-130790.86986455976,869928.9610252411,665.1297310936875,-405112.0549999998,-171.4459,28044.14949999994,-471.2558
10,ob177004,Budget-SW,Poukawa Stream,kper2,2,-76252.403242908,613132.7656412992,804.0832020574051,-178383.08299999998,-121.09440000000001,54466.38364999983,-311.58173
10,ob177005,Budget-SW,Poukawa Stream,kper3,3,376.7669221184461,12642.967675567797,3355.646935373261,-1176.6258349999996,-0.061391,2029.8338349999917,-0.7203
10,ob177006,Budget-SW,Poukawa Stream,kper4,4,635.9536851038201,12376.492582833578,1946.131121295901,-1663.9392399999995,-0.47609999999999997,615.4831499999979,-2.8963
10,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2188,0.0,0.0,1955.2188,1955.2188,1955.2188,1955.2188
10,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
10,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2188,0.0,0.0,1955.2188,1955.2188,1955.2188,1955.2188
10,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
10,ob177011,Budget-GHB,Spring GHB,kper1,1,-101573.61769310308,1147446.3201460969,1129.6696388357636,-296938.1524999999,-184.986895,39846.84999999991,-1641.0883
10,ob177012,Budget-GHB,Spring GHB,kper2,2,-70762.58001072476,518730.1092899215,733.0570892289439,-263361.587,-1052.52695,9451.646299999982,-2091.711
10,ob177013,Budget-GHB,Spring GHB,kper3,3,-888.006290532,1235.2994274214234,139.10931043983504,-3955.68246,-409.23384999999996,3.555223759999969,-526.7386
10,ob177014,Budget-GHB,Spring GHB,kper4,4,-890.776265412,1116.2289330306492,125.30968508847428,-3574.73839,-437.45471,-58.483880550000116,-695.5598
10,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
10,ob177016,Budget-Storage,Storage Change,kper2,2,59964.03214751999,133942.07500003855,223.37069440314173,26.149675000000002,3716.03535,465337.2629999995,5325.8574
10,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
10,ob177018,Budget-Storage,Storage Change,kper4,4,25604.49509436,52422.22774036751,204.73837717625898,16.99255500000001,2744.83995,176864.42899999977,3657.3098
10,ob177019,Budget-SW,Total SW,kper1,1,-6713808.247989441,26900495.30041274,400.67416742902253,-26765157.5,-20209.8195,-1957.10708,-9608.353
10,ob177020,Budget-SW,Total SW,kper2,2,-4400099.371773439,17308368.072278637,393.36311773573834,-19784962.5,-23470.535,-1910.6431150000003,-11303.128
10,ob177021,Budget-SW,Total SW,kper3,3,-13041439.205267599,59727235.21859687,457.9803983173291,-54922047.199999996,-16776.381999999998,-1953.73847,-7610.815
10,ob177022,Budget-SW,Total SW,kper4,4,-10888951.2807408,49381481.07375464,453.5007991182335,-49475216.19999999,-27145.4375,-1861.2019350000003,-9750.401
11,ob176983,Budget-SW,Awanui Stream,kper1,1,-2098879.637046531,11048993.50630988,526.4233980495247,-7045903.199999999,-14594.053,10302.482599999934,-7496.009
11,ob176984,Budget-SW,Awanui Stream,kper2,2,-1423415.5378401224,7512461.110209285,527.7770904207373,-4544485.399999999,-19904.121,6458.640599999996,-8899.835
11,ob176985,Budget-SW,Awanui Stream,kper3,3,-2829777.262963265,11952636.441090764,422.3878888819077,-14958637.799999997,-11892.75,-1529.13944,-7083.356
11,ob176986,Budget-SW,Awanui Stream,kper4,4,-2431996.9981959183,10011983.545105305,411.6774631108633,-13824070.799999997,-22523.584,-1814.4235600000004,-9051.945
11,ob176987,Budget-GHB,Confined GHB,kper1,1,2249210.1052087564,11146654.08289179,495.58082889091565,1.2126400000000004,12691.0625,8271703.899999987,0.0
11,ob176988,Budget-GHB,Confined GHB,kper2,2,1509879.5314022896,7539221.591011195,499.3260345750365,-2524.6943199999987,4500.098,5363083.59999999,0.0
11,ob176989,Budget-GHB,Confined GHB,kper3,3,2828058.3533291575,11953170.65767616,422.66350846703807,1.07302,9917.278,14957357.799999943,0.0
11,ob176990,Budget-GHB,Confined GHB,kper4,4,2418773.059770973,10005592.309397606,413.663955325557,0.54454,7057.7183,13764320.799999941,0.0
11,ob177003,Budget-SW,Poukawa Stream,kper1,1,-135733.27555757872,987898.7475328521,727.8235520911603,-120472.22999999998,-90.815796,17532.841999999993,-471.2558
11,ob177004,Budget-SW,Poukawa Stream,kper2,2,-90255.89152701455,687659.1530400586,761.8994631882117,-102295.34799999997,-52.266266,40613.25199999996,-311.58173
11,ob177005,Budget-SW,Poukawa Stream,kper3,3,507.72976793994286,15737.186412634916,3099.520139716606,-1024.8932,-0.0002368666899999,1570.409979999997,-0.7203
11,ob177006,Budget-SW,Poukawa Stream,kper4,4,-31.65700968645444,8526.108430900087,26932.766282559787,-1121.05132,-0.1040999999999999,356.3559199999974,-2.8963
11,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2187999999996,4.547473508864641e-13,2.3258131053489473e-14,1955.2188,1955.2188,1955.2188,1955.2188
11,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
11,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2187999999996,4.547473508864641e-13,2.3258131053489473e-14,1955.2188,1955.2188,1955.2188,1955.2188
11,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
11,ob177011,Budget-GHB,Spring GHB,kper1,1,-16553.615288070145,101576.68068850446,613.6223351868563,-96245.603,-115.0408,28238.90679999996,-1641.0883
11,ob177012,Budget-GHB,Spring GHB,kper2,2,-23266.74332597961,100894.42185718953,433.6422181807068,-85245.806,-1257.6357,2267.670039999998,-2091.711
11,ob177013,Budget-GHB,Spring GHB,kper3,3,-742.1673934542856,989.3599965392559,133.3068530448982,-2992.47352,-425.19168,20.051873999999902,-526.7386
11,ob177014,Budget-GHB,Spring GHB,kper4,4,-747.070164332245,898.994379727826,120.33600358426517,-2790.2267,-428.3651,-84.87222000000008,-695.5598
11,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
11,ob177016,Budget-Storage,Storage Change,kper2,2,25364.287911837957,64771.40591168822,255.36457454206024,18.032880000000002,2972.4739,124435.4092,5325.8574
11,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
11,ob177018,Budget-Storage,Storage Change,kper4,4,12308.822643317795,27941.600864005017,227.00465896446994,11.89462,1988.3073,51341.84399999998,3657.3098
11,ob177019,Budget-SW,Total SW,kper1,1,-2251166.5434502037,11146654.387922827,495.1501442820458,-8273659.299999999,-14653.366,-1959.2538,-9608.353
11,ob177020,Budget-SW,Total SW,kper2,2,-1536938.158644898,7573133.026713259,492.74155789003305,-5387262.999999999,-21810.281,-2015.3954400000011,-11303.128
11,ob177021,Budget-SW,Total SW,kper3,3,-2830011.727608163,11953170.986063028,422.37178275460616,-14959312.999999996,-11872.403,-1955.4913800000002,-7610.815
11,ob177022,Budget-SW,Total SW,kper4,4,-2432775.80902449,10012377.848948237,411.56187971809305,-13826891.999999996,-21800.088,-1966.9823200000012,-9750.401
12,ob176983,Budget-SW,Awanui Stream,kper1,1,-1300348.0217242667,5558834.706943371,427.4882273110497,-5399884.424999999,-9258.7545,15021.412499999973,-7496.009
12,ob176984,Budget-SW,Awanui Stream,kper2,2,-885989.2442167083,3706209.3234981867,418.31312825640435,-3492727.4649999994,-16652.2325,3352.692284999964,-8899.835
12,ob176985,Budget-SW,Awanui Stream,kper3,3,-3647542.7371663344,26323253.022891726,721.6708595261441,-5550549.349999998,-8848.4695,-1499.6753250000004,-7083.356
12,ob176986,Budget-SW,Awanui Stream,kper4,4,-2999086.0931312502,20888107.340810306,696.4824180489496,-4980655.874999998,-17411.363,-1941.5189850000004,-9051.945
12,ob176987,Budget-GHB,Confined GHB,kper1,1,1388352.1713771396,5679992.686637155,409.11757144464536,1.0357500000000002,8219.391499999998,6324448.174999997,0.0
12,ob176988,Budget-GHB,Confined GHB,kper2,2,928871.3114251479,3786533.2321065203,407.6488514105276,-1.1741266439999691,3381.70165,4140469.3399999985,0.0
12,ob176989,Budget-GHB,Confined GHB,kper3,3,3646675.1066948706,26323448.248862643,721.8479156680522,0.75777,7645.9609,5549208.599999963,0.0
12,ob176990,Budget-GHB,Confined GHB,kper4,4,2987263.0445456165,20887729.59925461,699.2263248257663,0.6272400000000001,5176.516,4934217.074999963,0.0
12,ob177003,Budget-SW,Poukawa Stream,kper1,1,-81964.65450620651,835079.7182344313,1018.8290590198212,-61136.392,-69.0399,14297.540899999989,-471.2558
12,ob177004,Budget-SW,Poukawa Stream,kper2,2,-54558.73838059268,590298.9936469583,1081.9513265301896,-37221.02425,-12.683207500000002,13565.312499999987,-311.58173
12,ob177005,Budget-SW,Poukawa Stream,kper3,3,-415.6940624952657,6850.308327823542,1647.9206574911227,-402.099095,-1.5814e-07,880.7438799999949,-0.7203
12,ob177006,Budget-SW,Poukawa Stream,kper4,4,-567.8273845812444,4615.906930925073,812.9067136008533,-1021.1066999999998,-0.07192149999999994,136.44211999999987,-2.8963
12,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2187999999996,4.547473508864641e-13,2.3258131053489473e-14,1955.2188,1955.2188,1955.2188,1955.2188
12,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
12,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2187999999996,4.547473508864641e-13,2.3258131053489473e-14,1955.2188,1955.2188,1955.2188,1955.2188
12,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
12,ob177011,Budget-GHB,Spring GHB,kper1,1,-7996.912593026974,37099.20794263228,463.9191376804779,-61728.48009999999,-148.62779999999998,8497.21304999998,-1641.0883
12,ob177012,Budget-GHB,Spring GHB,kper2,2,-10837.45687380381,42625.00362928491,393.3118638960182,-62490.6165,-1403.36815,1545.8140249999992,-2091.711
12,ob177013,Budget-GHB,Spring GHB,kper3,3,-669.79202828625,805.6519067441669,120.28389003158668,-2315.5392749999996,-425.8424,-7.683495370000065,-526.7386
12,ob177014,Budget-GHB,Spring GHB,kper4,4,-684.9972396,740.0531643798175,108.03739367066167,-2155.64337,-446.32965,-91.51882500000022,-695.5598
12,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
12,ob177016,Budget-Storage,Storage Change,kper2,2,20819.754755416663,49170.52014613001,236.1724272152502,40.70309,4366.5532,92167.60879999996,5325.8574
12,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
12,ob177018,Budget-Storage,Storage Change,kper4,4,11382.1953763225,20890.825760849624,183.5395112291535,29.481595000000016,2873.3326500000003,47772.471149999976,3657.3098
12,ob177019,Budget-SW,Total SW,kper1,1,-1390309.5955820833,5679992.490849073,408.5415585778951,-6326403.225,-10174.5255,-1958.020735,-9608.353
