Unnamed: 0,time,kper,kstp,time.1,pk4head,confhead,awswhead,pwswhead,springhead,awgwhead,pwgwhead,pk4confdiff,pk4springdiff,pk4awswdiff,pk4pwswdiff,pk4awgwdiff,pk4pwgwdiff,awswgwdiff,pwswgwdiff,firstnegday,springcum,springq,pwtot,pwcum,pwq,awcum,awq,awtot
0,42.0,2,41,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-606.2891452559999,-52.09854694706134,0.0,-4716.861182346857,0.0,-5323.150327602857
0,43.0,2,42,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-602.2543800599999,-51.47624346290748,0.0,-4564.598221028571,0.0,-5166.852601088572
0,44.0,2,43,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-594.0221537159999,-50.86467782982382,0.0,-4435.073851256999,0.0,-5029.096004972999
0,45.0,2,44,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-589.9873885199999,-50.26357574591893,0.0,-4274.323517567368,0.0,-4864.310906087368
0,46.0,2,45,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-581.7551621759999,-49.672675068030195,0.0,-4089.4359626939995,0.0,-4671.19112487
0,47.0,2,46,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-577.7203969799999,-49.09172498086914,0.0,-4032.9794591999994,0.0,-4610.699856179999
0,48.0,2,47,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-577.7203969799999,-48.520485235266875,0.0,-4023.397971461249,0.0,-4601.118368441249
0,49.0,2,48,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-577.7203969799999,-47.95872544934009,0.0,-3989.2912104239995,0.0,-4567.011607404
0,50.0,2,49,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-573.8483175839999,-47.40622446696767,0.0,-4015.7760174145706,0.0,-4589.624334998571
0,51.0,2,50,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-569.976238188,-46.86276976848478,0.0,-4055.478979918153,0.0,-4625.455218106153
