Iteration,Group,Pglong,Category,Subcategory,DisplayName,Mean,Std,CV,N_Params,IsLog
5,pg18,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,Awanui cond (grid),0.037644497668634244,2.5426182460501545,6754.289214938014,53,True
5,pg19,ghbaw-cond-cn,GHB Conductance,GHB-Awanui-cond,Awanui cond (constant),0.16519956776604056,2.474040581607289,1497.6071760133673,1,True
5,pg20,ghbpw-cond-gr,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (grid),0.17660613448119605,2.524769370331334,1429.604570502706,37,True
5,pg21,ghbpw-cond-cn,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (constant),-0.16150457774271665,2.592331967352745,1605.1136157158562,1,True
5,pg22,ghbspring-cond-gr,GHB Conductance,GHB-Spring-cond,Spring cond (grid),-0.35838765225820374,2.4981939904487964,697.0647494989446,21,True
5,pg23,ghbspring-cond-cn,GHB Conductance,GHB-Spring-cond,Spring cond (constant),-0.4352771375905103,2.456615339861289,564.3795935297584,1,True
6,pg0,npfklayer1-gr,Hydraulic Conductivity,K-grid,K (grid),-0.09442145014750532,1.2277361451567632,1300.272494479583,826,True
6,pg1,npfklayer1-pp,Hydraulic Conductivity,K-pilot,K (pilot),-0.060461635607769106,1.0867050381588674,1797.3464118777986,9,True
6,pg2,npfklayer1-cn,Hydraulic Conductivity,K-constant,K (constant),0.029181358940368263,1.0890155245639213,3731.8876300082893,1,True
6,pg3,stosslayer1-gr,Storage,S-grid,S (grid),-0.004671557638411157,0.9401414556301099,20124.79623284411,826,True
6,pg4,stosslayer1-pp,Storage,S-pilot,S (pilot),-0.09062689149950473,0.9153292113089585,1009.9973596843059,9,True
6,pg5,stosslayer1-cn,Storage,S-constant,S (constant),-0.2813691927630656,0.8821837017515485,313.5324422295282,1,True
6,pg6,rchss-past-gr,Recharge,RCH-steady,RCH-SS (grid),-0.05327509083822864,0.6159969324427023,1156.2569349964972,826,True
6,pg7,rchss-past-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.3087484657931414,0.5564749725583216,180.23570453339664,9,True
6,pg8,rchss-past-cn,Recharge,RCH-steady,RCH-SS (constant),-0.44179800657128254,0.5501323142976615,124.52123054314859,1,True
6,pg9,rchtr-gr,Recharge,RCH-transient,RCH-TR (grid),-0.11401588952550498,0.6280732166295679,550.8646375898949,826,True
6,pg10,rchtr-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.3180896303743858,0.532408085598596,167.3767500600259,9,True
6,pg11,rchtr-cn,Recharge,RCH-transient,RCH-TR (constant),-0.33772391738872637,0.5112031345274177,151.3671695152741,1,True
6,pg12,rchtr-past-gr,Recharge,RCH-transient,RCH-TR (grid),-0.08342728180266087,0.6185954227449446,741.4785779646662,826,True
6,pg13,rchtr-past-pp,Recharge,RCH-transient,RCH-TR (pilot),-0.3130533944266818,0.5343875001614841,170.70171085036407,9,True
6,pg14,rchtr-past-cn,Recharge,RCH-transient,RCH-TR (constant),-0.4171549204286622,0.5152432919739882,123.51365565687966,1,True
6,pg15,rchss-gr,Recharge,RCH-steady,RCH-SS (grid),-0.11071583972029639,0.6272334867059033,566.5255200073409,826,True
6,pg16,rchss-pp,Recharge,RCH-steady,RCH-SS (pilot),-0.30672874221531055,0.5543708828181183,180.73652922587002,9,True
6,pg17,rchss-cn,Recharge,RCH-steady,RCH-SS (constant),-0.4082770380219934,0.5271644440707769,129.11929767707858,1,True
6,pg18,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,Awanui cond (grid),0.12889805677406582,2.4837428600716267,1926.9048131774114,53,True
6,pg19,ghbaw-cond-cn,GHB Conductance,GHB-Awanui-cond,Awanui cond (constant),0.31994178781342997,2.348365673731055,733.9977968431167,1,True
6,pg20,ghbpw-cond-gr,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (grid),0.18294684740410147,2.4899209942671257,1361.007871738436,37,True
6,pg21,ghbpw-cond-cn,GHB Conductance,GHB-Poukawa-cond,Poukawa cond (constant),-0.0999588972904566,2.564300733181518,2565.355163663195,1,True
6,pg22,ghbspring-cond-gr,GHB Conductance,GHB-Spring-cond,Spring cond (grid),-0.40269528116982994,2.3968828273091676,595.2100606558444,21,True
6,pg23,ghbspring-cond-cn,GHB Conductance,GHB-Spring-cond,Spring cond (constant),-0.6304977180299962,2.2806318295584274,361.71928372465976,1,True
