,time,kper,kstp,sample,flux,package
60,61.0,4,7,spring,-4.589814036687471,GHB_SP
61,62.0,4,8,spring,-4.92409148693514,GHB_SP
62,63.0,4,9,spring,-5.058379872109413,GHB_SP
63,64.0,4,10,spring,-5.362300783003434,GHB_SP
64,65.0,4,11,spring,-6.012866496491711,GHB_SP
65,66.0,4,12,spring,-6.452604910007608,GHB_SP
66,67.0,4,13,spring,-6.726937361407408,GHB_SP
67,68.0,4,14,spring,-7.058996536134259,GHB_SP
68,69.0,4,15,spring,-7.858464040818831,GHB_SP
69,70.0,4,16,spring,-8.5787479431483,GHB_SP
70,71.0,4,17,spring,-9.188902296949209,GHB_SP
71,72.0,4,18,spring,-9.843351205339673,GHB_SP
72,73.0,4,19,spring,-10.42730709614466,GHB_SP
73,74.0,4,20,spring,-11.00705074835571,GHB_SP
74,75.0,4,21,spring,-11.324140810890185,GHB_SP
75,76.0,4,22,spring,-11.623229622524036,GHB_SP
76,77.0,4,23,spring,-11.867080884884103,GHB_SP
77,78.0,4,24,spring,-12.052025089675908,GHB_SP
78,79.0,4,25,spring,-12.179077057453014,GHB_SP
79,80.0,4,26,spring,-12.308153310565103,GHB_SP
80,81.0,4,27,spring,-12.383765139143293,GHB_SP
81,82.0,4,28,spring,-12.506820322115573,GHB_SP
82,83.0,4,29,spring,-12.733855903318613,GHB_SP
83,84.0,4,30,spring,-13.047478751051699,GHB_SP
84,85.0,4,31,spring,-13.086921153299272,GHB_SP
85,86.0,4,32,spring,-13.179578001554887,GHB_SP
86,87.0,4,33,spring,-13.431207985359038,GHB_SP
87,88.0,4,34,spring,-13.68638054196606,GHB_SP
88,89.0,4,35,spring,-13.909354610718992,GHB_SP
89,90.0,4,36,spring,-14.08344139730923,GHB_SP
90,91.0,4,37,spring,-14.155909610648905,GHB_SP
91,92.0,4,38,spring,-14.193420883498561,GHB_SP
92,93.0,4,39,spring,-14.096647910872093,GHB_SP
93,94.0,4,40,spring,-13.964703251852598,GHB_SP
94,95.0,4,41,spring,-13.892765763233683,GHB_SP
95,96.0,4,42,spring,-13.855141756311468,GHB_SP
96,97.0,4,43,spring,-13.793231979227699,GHB_SP
97,98.0,4,44,spring,-13.78015874928883,GHB_SP
98,99.0,4,45,spring,-13.816558820560545,GHB_SP
99,100.0,4,46,spring,-13.629539895828088,GHB_SP
100,101.0,4,47,spring,-13.340149637944023,GHB_SP
101,102.0,4,48,spring,-13.113051107464116,GHB_SP
102,103.0,4,49,spring,-12.765895967348229,GHB_SP
103,104.0,4,50,spring,-12.397923502499907,GHB_SP
104,105.0,4,51,spring,-12.104510087404265,GHB_SP
105,106.0,4,52,spring,-11.943608155717584,GHB_SP
