time,spring,awanui,poukawa,pk4,kper,kstp,pk4-diff,pk4-aw-diff,pk4-pw-diff,pk4-spr-diff
40.0,9.877105379762927,7.4394411807759555,7.867253172971255,9.877105379762927,2,39,-0.0002337576481323822,-2.903564249762927,-2.2579720497629268,-2.466223519762927
41.0,9.876871622114795,7.4360253674937455,7.866818724433027,9.876871622114795,2,40,-0.00023334799600860379,-2.9053781121147946,-2.257938292114795,-2.471787242114795
42.0,9.876638274118786,7.432706124934617,7.866397015128322,9.876638274118786,2,41,-0.00023322317584550945,-2.907763814118786,-2.2579049441187857,-2.4763806341187857
43.0,9.87640505094294,7.429456222232387,7.86598710990159,9.87640505094294,2,42,-0.00023187772062094325,-2.9104829709429403,-2.2578717209429406,-2.4812150209429404
44.0,9.87617317322232,7.426282561933868,7.8655779383080855,9.87617317322232,2,43,-0.0002323696435624356,-2.91293681322232,-2.2580398432223197,-2.4838510332223196
45.0,9.875940803578757,7.423151933983842,7.865179671477345,9.875940803578757,2,44,-0.00023184617857197054,-2.915883383578757,-2.2580074735787576,-2.4891921735787577
46.0,9.875708957400185,7.420033178870892,7.864781320350991,9.875708957400185,2,45,-0.00022962648100666172,-2.9193503674001855,-2.2581756274001856,-2.4928084474001855
47.0,9.875479330919179,7.417046568968554,7.864393128894139,9.875479330919179,2,46,-0.00022740688504185869,-2.9204900309191784,-2.2581460009191785,-2.4934111409191786
48.0,9.875251924034137,7.41423852118544,7.864024590315907,9.875251924034137,2,47,-0.00022675510803971122,-2.9204905640341368,-2.2579185940341366,-2.4935653640341364
49.0,9.875025168926097,7.411562338289862,7.863674285787033,9.875025168926097,2,48,-0.000225891759594532,-2.921055468926097,-2.257691838926097,-2.495903668926097
50.0,9.874799277166503,7.409074101120017,7.863330687729455,9.874799277166503,2,49,-0.0002254123378140349,-2.9203057671665027,-2.257665947166503,-2.4977383371665027
51.0,9.874573864828688,7.40677224357516,7.862993329110554,9.874573864828688,2,50,-0.00022533803722701862,-2.9192451948286884,-2.2576405348286883,-2.500031224828689
52.0,9.874348526791461,7.404603341913395,7.862666888140887,9.874348526791461,2,51,-0.00022581466779847403,-2.9188788267914614,-2.257515196791461,-2.5028847267914616
53.0,9.874122712123663,7.402486076944652,7.862347195129331,9.874122712123663,2,52,0.0,-2.9198499821236634,-2.257456042123663,-2.5066071921236626
54.0,10.094956522442658,9.69704548850693,8.649681847115891,10.094956522442658,3,1,0.0,-1.8749565224426572,-1.8749565224426572,-1.8749565224426572
55.0,10.094770399311614,9.696857600142534,8.649374883521448,10.094770399311614,4,1,0.0,-1.877452219311614,-1.877452219311614,-1.877452219311614
56.0,10.094583818633286,9.69666978786227,8.64895638271047,10.094583818633286,4,2,0.0,-1.8798425586332854,-1.8798425586332854,-1.8798425586332854
57.0,10.09439679448762,9.696482037321507,8.648435759312965,10.09439679448762,4,3,0.0,-1.8822214744876202,-1.8822214744876202,-1.8822214744876202
58.0,10.094208337631748,9.69629433597164,8.647736814861412,10.094208337631748,4,4,0.0,-1.8862568176317485,-1.8862568176317485,-1.8862568176317485
59.0,10.094018473657924,9.696106672865119,8.646867220900956,10.094018473657924,4,5,0.0,-1.8904190436579231,-1.8904190436579231,-1.8904190436579231
60.0,10.093827534917878,9.695919038468855,8.645860819292908,10.093827534917878,4,6,0.0,-1.8941858249178782,-1.8941858249178782,-1.8941858249178782
61.0,10.093635677912875,9.695731424490276,8.64473705921527,10.093635677912875,4,7,0.0,-1.8977897179128753,-1.8977897179128753,-1.8977897179128753
62.0,10.093443501389805,9.695543823716797,8.643552758513131,10.093443501389805,4,8,0.0,-1.9004674213898056,-1.9004674213898056,-1.9004674213898056
63.0,10.093251612770743,9.695356229868954,8.642365911279287,10.093251612770743,4,9,0.0,-1.9021084327707438,-1.9021084327707438,-1.9021084327707438
64.0,10.093059415347465,9.695168637465397,8.641132572129873,10.093059415347465,4,10,0.0,-1.9046221853474652,-1.9046221853474652,-1.9046221853474652
65.0,10.092865791661632,9.694981041697954,8.63976266088134,10.092865791661632,4,11,0.0,-1.9089761816616324,-1.9089761816616324,-1.9089761816616324
66.0,10.09267145406364,9.694793438317841,8.638318944346384,10.09267145406364,4,12,0.0,-1.9123056540636387,-1.9123056540636387,-1.9123056540636387
67.0,10.092476926444297,9.694605823531735,8.63684969200871,10.092476926444297,4,13,0.0,-1.9148016064442963,-1.9148016064442963,-1.9148016064442963
68.0,10.092281994204344,9.694418193908371,8.6353411611161,10.092281994204344,4,14,0.0,-1.9176066742043432,-1.9176066742043432,-1.9176066742043432
69.0,10.092085161657783,9.694230546291468,8.63367020244253,10.092085161657783,4,15,0.0,-1.9228860316577823,-1.9228860316577823,-1.9228860316577823
70.0,10.091886749945857,9.69404287772035,8.63186503657366,10.091886749945857,4,16,0.0,-1.9278542799458567,-1.9278542799458567,-1.9278542799458567
71.0,10.09168715489274,9.693855185356401,8.62996153939711,10.09168715489274,4,17,0.0,-1.932321354892741,-1.932321354892741,-1.932321354892741
72.0,10.09148625574687,9.693667466416441,8.627952830841243,10.09148625574687,4,18,0.0,-1.9370728357468714,-1.9370728357468714,-1.9370728357468714
73.0,10.091284297502966,9.693479718112705,8.625862841828607,10.091284297502966,4,19,0.0,-1.9415137375029659,-1.9415137375029659,-1.9415137375029659
74.0,10.091081297250508,9.693291937598314,8.623696643273231,10.091081297250508,4,20,0.0,-1.9459773972505072,-1.9459773972505072,-1.9459773972505072
75.0,10.090878084031871,9.693104121920017,8.621527962208829,10.090878084031871,4,21,0.0,-1.9491075240318718,-1.9491075240318718,-1.9491075240318718
76.0,10.090674661307478,9.692916267976603,8.619361681443424,10.090674661307478,4,22,0.0,-1.9521421913074786,-1.9521421913074786,-1.9521421913074786
77.0,10.090471149264081,9.692728372483636,8.61721183328914,10.090471149264081,4,23,0.0,-1.9548910592640816,-1.9548910592640816,-1.9548910592640816
78.0,10.090267672942062,9.692540431943543,8.61509244423653,10.090267672942062,4,24,0.0,-1.9573304429420624,-1.9573304429420624,-1.9573304429420624
79.0,10.090064347686729,9.692352442621011,8.613016341153237,10.090064347686729,4,25,0.0,-1.9594604476867286,-1.9594604476867286,-1.9594604476867286
80.0,10.089861094178092,9.692164400523051,8.610979494802486,10.089861094178092,4,26,0.0,-1.9615905341780913,-1.9615905341780913,-1.9615905341780913
81.0,10.089658015071624,9.691976301383791,8.60899266120863,10.089658015071624,4,27,0.0,-1.963435075071624,-1.963435075071624,-1.963435075071624
82.0,10.08945488997305,9.691788140652823,8.607039044585159,10.08945488997305,4,28,0.0,-1.9655176599730506,-1.9655176599730506,-1.9655176599730506
83.0,10.08925133523145,9.691599913486488,8.605087356022944,10.08925133523145,4,29,0.0,-1.968147435231451,-1.968147435231451,-1.968147435231451
84.0,10.089047046867204,9.691411614741284,8.60311239079326,10.089047046867204,4,30,0.0,-1.9712526768672038,-1.9712526768672038,-1.9712526768672038
85.0,10.088842878827332,9.691223238971183,8.601186772181109,10.088842878827332,4,31,0.0,-1.9729532688273324,-1.9729532688273324,-1.9729532688273324
86.0,10.088638598176434,9.691034780426854,8.599292701480433,10.088638598176434,4,32,0.0,-1.9749156581764336,-1.9749156581764336,-1.9749156581764336
87.0,10.088433652350536,9.690846233057139,8.597384620314225,10.088433652350536,4,33,0.0,-1.977710712350536,-1.977710712350536,-1.977710712350536
88.0,10.088228013934124,9.69065759051184,8.595460535803323,10.088228013934124,4,34,0.0,-1.9805526939341238,-1.9805526939341238,-1.9805526939341238
89.0,10.088021769573682,9.690468846145471,8.593528402225594,10.088021769573682,4,35,0.0,-1.983251209573682,-1.983251209573682,-1.983251209573682
90.0,10.08781505211871,9.690279993022571,8.591600479695748,10.08781505211871,4,36,0.0,-1.9857111521187107,-1.9857111521187107,-1.9857111521187107
91.0,10.08760815165512,9.69009102392486,8.589702669241934,10.08760815165512,4,37,0.0,-1.9876471116551198,-1.9876471116551198,-1.9876471116551198
92.0,10.087401129383016,9.689901931359856,8.587841898278068,10.087401129383016,4,38,0.0,-1.9893924693830165,-1.9893924693830165,-1.9893924693830165
93.0,10.087194356615077,9.68971270757188,8.586051204775133,10.087194356615077,4,39,0.0,-1.9904237966150777,-1.9904237966150777,-1.9904237966150777
94.0,10.086987869964936,9.689523344554468,8.584335571442267,10.086987869964936,4,40,0.0,-1.9912411199649362,-1.9912411199649362,-1.9912411199649362
95.0,10.086781405181794,9.689333834064033,8.582674065386009,10.086781405181794,4,41,0.0,-1.9923441751817936,-1.9923441751817936,-1.9923441751817936
96.0,10.086574797801672,9.689144167634215,8.581053399551866,10.086574797801672,4,42,0.0,-1.993613757801672,-1.993613757801672,-1.993613757801672
97.0,10.086368080607297,9.688954336590731,8.579476613277205,10.086368080607297,4,43,0.0,-1.9947499006072977,-1.9947499006072977,-1.9947499006072977
98.0,10.086161054992623,9.688764332066226,8.57792720293588,10.086161054992623,4,44,0.0,-1.9961323449926223,-1.9961323449926223,-1.9961323449926223
99.0,10.085953533643615,9.688574145015094,8.576389302359539,10.085953533643615,4,45,0.0,-1.9977742436436152,-1.9977742436436152,-1.9977742436436152
100.0,10.085746203134653,9.688383766229688,8.574920898453327,10.085746203134653,4,46,0.0,-1.9982515531346525,-1.9982515531346525,-1.9982515531346525
101.0,10.085539326094557,9.688193186357196,8.573545291636218,10.085539326094557,4,47,0.0,-1.9981586460945557,-1.9981586460945557,-1.9981586460945557
102.0,10.085332630433959,9.688002395917572,8.572240517761893,10.085332630433959,4,48,0.0,-1.9983477804339582,-1.9983477804339582,-1.9983477804339582
103.0,10.085126439100728,9.687811385322915,8.571034117013907,10.085126439100728,4,49,0.0,-1.9978796891007278,-1.9978796891007278,-1.9978796891007278
104.0,10.0849207447082,9.687620144897092,8.569925930607397,10.0849207447082,4,50,0.0,-1.9972564047081995,-1.9972564047081995,-1.9972564047081995
105.0,10.084715242250786,9.687428664895819,8.568890178354712,10.084715242250786,4,51,0.0,-1.9969803922507854,-1.9969803922507854,-1.9969803922507854
106.0,10.084509465720329,9.687236935525899,8.567886680834201,10.084509465720329,4,52,0.0,-1.9973731057203281,-1.9973731057203281,-1.9973731057203281
